time,x,y,z,ax,ay,az,q
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952966,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,176
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952967,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952968,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952969,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,172
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
1581952975,414.896,-12.6132,37.1698,178.682,-0.615234,88.9014,168
